state,district,month,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,wind_direction,rain_probability,rain_duration_hours
Karnataka,Mangaluru,Apr-21,69.3,38,30,34,55,5.3,15.1,NW,29%,4.4
Tamil Nadu,Chennai,Jun-21,360.3,33,23,28,41,8.2,18.1,SW,85%,4
Gujarat,Surat,Dec-22,69.1,26,15,20.5,76,6,20.8,S,63%,3.2
Maharashtra,Pune,Jun-20,239.6,37,30,33.5,74,5,19.8,S,68%,1
Uttar Pradesh,Agra,Nov-24,73.5,31,19,25,45,7.6,7.4,NW,72%,2.1
Uttar Pradesh,Lucknow,Aug-24,208.2,32,22,27,43,6.4,5.8,SW,28%,1.8
Karnataka,Mysuru,Mar-21,2,26,20,23,78,7.5,16.2,NE,87%,1.9
Tamil Nadu,Madurai,Aug-23,243,29,22,25.5,71,4.7,6.1,N,33%,1.4
Maharashtra,Mumbai,Dec-21,21.9,26,20,23,34,5.5,8.8,SW,20%,2.3
Uttar Pradesh,Agra,Jan-24,78.1,29,18,23.5,83,6,20.3,SE,54%,2.2
Uttar Pradesh,Lucknow,Jul-24,16.8,37,32,34.5,85,6.1,18.1,N,81%,0.7
Karnataka,Mysuru,Aug-21,250.3,26,16,21,57,8.1,11.7,SW,33%,1.5
Karnataka,Bengaluru,Jun-20,236.6,29,21,25,42,6.3,24.3,E,62%,2.1
Gujarat,Vadodara,Dec-24,11.2,36,26,31,74,6.5,19.4,W,50%,1
Gujarat,Vadodara,Feb-20,47.8,27,17,22,48,7.5,18.6,SW,61%,3.7
Uttar Pradesh,Varanasi,Aug-20,197.2,39,32,35.5,34,6.5,21.2,E,40%,1.2
Maharashtra,Nagpur,Jan-20,68.7,27,22,24.5,76,9.4,22.2,W,53%,0
Tamil Nadu,Madurai,Dec-20,16.5,27,15,21,81,5,10.5,NE,20%,4.9
Uttar Pradesh,Kanpur,Jun-20,149.7,41,31,36,70,7.8,12.6,N,39%,4.8
Karnataka,Bengaluru,Oct-23,35.9,27,20,23.5,84,9.3,18.3,NE,44%,0.1
Karnataka,Mangaluru,Jan-21,21.3,26,18,22,54,6,11,NW,85%,0.7
Gujarat,Vadodara,Oct-20,0.8,31,21,26,31,4.4,19.4,NE,33%,1.1
Tamil Nadu,Coimbatore,Apr-22,39,28,23,25.5,71,7.6,10.1,NE,69%,4.8
Karnataka,Bengaluru,Aug-23,157.5,26,21,23.5,81,8.3,20.5,E,40%,3.7
Tamil Nadu,Tiruchirappalli,Jul-22,197.4,33,28,30.5,57,6.1,21.4,N,56%,4.6
Tamil Nadu,Coimbatore,Apr-24,28.5,30,20,25,50,6,21.3,NE,39%,3
Tamil Nadu,Madurai,Aug-22,120.7,32,21,26.5,59,7.4,16,W,21%,3
Gujarat,Surat,Apr-24,61.6,27,19,23,73,9.5,10,S,52%,1.5
Uttar Pradesh,Lucknow,Jun-21,230.7,36,27,31.5,46,4.9,19.3,SW,17%,4.8
Uttar Pradesh,Varanasi,Nov-21,75.7,39,27,33,89,8,21.7,SW,84%,0.4
Maharashtra,Pune,Nov-24,65,27,20,23.5,76,8.6,12.2,W,61%,2.2
Maharashtra,Mumbai,Feb-21,31.5,41,29,35,38,9,11.5,W,70%,1.9
Maharashtra,Pune,Mar-22,9.9,41,30,35.5,35,7,18,E,86%,2.3
Maharashtra,Nashik,Jan-21,72,41,34,37.5,35,7.7,16.4,NW,46%,4.1
Tamil Nadu,Madurai,Sep-20,82.8,37,28,32.5,63,9.7,21.1,SW,36%,4.6
Karnataka,Mysuru,Oct-24,24.8,29,20,24.5,90,7.9,23,NW,13%,3.7
Gujarat,Ahmedabad,Jan-23,15.4,30,22,26,77,6.3,15.1,SW,74%,4.3
Maharashtra,Nashik,Apr-23,15.2,40,29,34.5,59,8.7,23.4,SW,60%,0.3
Gujarat,Ahmedabad,Jun-24,159.7,35,24,29.5,85,7.8,10.7,W,50%,2.7
Maharashtra,Mumbai,Oct-24,28.2,27,20,23.5,30,8.8,15.9,N,26%,3
Tamil Nadu,Coimbatore,May-22,45.5,41,31,36,48,6.2,7,SE,12%,2.3
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Uttar Pradesh,Kanpur,Mar-21,66.5,32,22,27,72,4.5,23.8,NE,16%,3.3
Tamil Nadu,Madurai,Mar-21,28.9,30,24,27,77,9.5,18.4,E,54%,1.2
Karnataka,Mangaluru,Feb-23,54.1,42,30,36,39,5.9,11,SW,64%,2.8
Uttar Pradesh,Lucknow,Nov-22,24.5,41,31,36,53,9.5,12.5,W,50%,1.5
Gujarat,Surat,Oct-20,8.4,38,28,33,52,9.7,11.3,N,41%,4.6
Karnataka,Mangaluru,Apr-21,69.3,38,30,34,55,5.3,15.1,NW,29%,4.4
Karnataka,Mangaluru,Jun-24,282.1,39,33,36,64,4.3,9.9,NW,75%,3.5
Karnataka,Bengaluru,Oct-22,50.1,32,20,26,41,9.1,9.7,S,73%,0.8
Gujarat,Vadodara,Jan-24,49.9,37,25,31,68,9.8,11.9,W,60%,1.5
Uttar Pradesh,Lucknow,Jul-24,16.8,37,32,34.5,85,6.1,18.1,N,81%,0.7
Tamil Nadu,Coimbatore,Oct-23,13.8,41,33,37,71,7.6,20.1,E,37%,0.9
Uttar Pradesh,Agra,Dec-20,79.3,33,26,29.5,36,7.7,19.3,NE,17%,3.3
Gujarat,Vadodara,Jun-21,122,41,35,38,66,8.7,9.5,W,31%,3.6
Tamil Nadu,Tiruchirappalli,Apr-24,50.8,41,35,38,90,5.2,14.8,N,52%,4.3
Maharashtra,Mumbai,Dec-22,41.3,35,25,30,62,6.3,8.6,NE,30%,0.7
Tamil Nadu,Madurai,Feb-24,57.4,27,20,23.5,58,4.2,9,SW,23%,0.8
Uttar Pradesh,Lucknow,Oct-21,32.4,38,30,34,83,7.9,9.4,E,17%,2.5
Gujarat,Ahmedabad,Apr-24,45.5,30,24,27,82,6.4,19.1,E,73%,2.8
Uttar Pradesh,Lucknow,Nov-24,6.1,39,33,36,58,9.6,22.1,N,36%,3.9
Gujarat,Ahmedabad,Nov-20,14.8,38,26,32,90,9.6,23.8,E,72%,3.7
Tamil Nadu,Tiruchirappalli,Oct-23,23.9,29,19,24,54,7.9,19.7,SW,76%,4
Tamil Nadu,Tiruchirappalli,Sep-23,188.8,30,19,24.5,72,5.2,23.1,S,59%,3
Uttar Pradesh,Agra,Apr-23,13.4,30,25,27.5,62,8.9,6.4,E,64%,1.4
Gujarat,Vadodara,Dec-24,11.2,36,26,31,74,6.5,19.4,W,50%,1
Gujarat,Ahmedabad,Sep-20,203,30,23,26.5,87,8.5,8.5,SE,75%,0.2
Karnataka,Bengaluru,Nov-20,35.9,34,23,28.5,34,6.5,24.9,NW,52%,2.8
Tamil Nadu,Tiruchirappalli,Feb-21,41.6,41,30,35.5,47,9.7,11.3,SW,31%,4.4
Karnataka,Hubli,Nov-21,0.7,42,37,39.5,62,5.5,14.5,S,19%,1
Maharashtra,Mumbai,Aug-23,153,41,36,38.5,43,9.7,15.7,W,37%,0.6
Uttar Pradesh,Varanasi,Jun-22,32.5,26,17,21.5,75,5.2,17.5,SW,63%,3
Maharashtra,Nagpur,Mar-21,14.4,41,34,37.5,67,6.3,11.4,W,46%,0.3
Uttar Pradesh,Agra,Jun-21,315.7,40,34,37,88,8.9,24.1,S,26%,1.1
Maharashtra,Nagpur,May-20,34.4,33,21,27,65,9.6,13.3,E,63%,2
Maharashtra,Pune,Dec-23,24.9,39,33,36,65,7.5,21.4,E,48%,0.3
Maharashtra,Nashik,Apr-20,11.3,27,16,21.5,73,5.9,15.7,NW,60%,1.8
Maharashtra,Mumbai,Jan-23,6.4,32,25,28.5,48,6.6,19.6,E,39%,3.7
Karnataka,Mangaluru,Apr-22,18.8,25,14,19.5,45,5.4,10.6,SE,34%,2.6
Maharashtra,Mumbai,Aug-23,153,41,36,38.5,43,9.7,15.7,W,37%,0.6
Gujarat,Vadodara,Sep-21,291.3,33,26,29.5,61,6.6,21,W,19%,5
Tamil Nadu,Coimbatore,May-23,49.6,41,33,37,35,8,21.7,NW,29%,4.5
Maharashtra,Nashik,Jun-20,214.3,33,26,29.5,61,8.6,23.4,NW,38%,4.9
Gujarat,Surat,Mar-24,56.2,26,14,20,88,5.4,10.7,SW,45%,2.2
Karnataka,Mangaluru,Dec-23,13.4,35,25,30,53,8.5,20.5,W,38%,2
Karnataka,Hubli,Jul-21,372.3,29,18,23.5,64,6.6,15.5,SW,80%,3.6
Maharashtra,Pune,Aug-24,65.2,30,23,26.5,89,7.5,13.8,NW,41%,3.3
Gujarat,Rajkot,Sep-20,208.1,38,26,32,41,9.8,10.3,SE,82%,2.2
Uttar Pradesh,Kanpur,Jun-21,213.8,34,27,30.5,62,9.5,14.7,W,31%,0.3
Maharashtra,Nagpur,Mar-21,14.4,41,34,37.5,67,6.3,11.4,W,46%,0.3
Gujarat,Ahmedabad,Jun-21,191.2,26,16,21,64,9.3,15.3,S,71%,0.2
Uttar Pradesh,Kanpur,May-24,46.8,38,33,35.5,42,5,22.3,SE,29%,3.3
Uttar Pradesh,Varanasi,Jul-24,249.8,36,28,32,45,5.5,12.6,E,63%,3.2
Karnataka,Mangaluru,Oct-20,65,30,20,25,41,4.6,5.4,NW,51%,4.2
Maharashtra,Pune,Jun-23,273.1,40,29,34.5,79,6.6,18.1,NE,88%,2.3
Uttar Pradesh,Kanpur,Aug-21,269,26,14,20,47,7.5,20.3,NW,75%,1.3
Uttar Pradesh,Lucknow,Nov-22,24.5,41,31,36,53,9.5,12.5,W,50%,1.5
Uttar Pradesh,Lucknow,Jun-20,52.2,35,25,30,78,8.9,13.2,SE,74%,0.2
Tamil Nadu,Madurai,Feb-22,7.4,37,25,31,44,6.9,15.2,SE,64%,0.2
Tamil Nadu,Coimbatore,Sep-20,142.6,29,19,24,51,7.4,9.2,S,50%,2.6
Uttar Pradesh,Agra,Feb-21,24.3,31,24,27.5,59,9.2,16.3,NE,84%,4.6
Maharashtra,Nashik,Nov-23,56.4,39,31,35,86,6.5,12.7,W,20%,1.1
Tamil Nadu,Chennai,Aug-20,76.3,42,31,36.5,37,9.7,16,E,43%,0.2
Tamil Nadu,Tiruchirappalli,Aug-20,282.8,38,29,33.5,58,5.1,8.1,N,64%,0.2
Tamil Nadu,Madurai,Nov-21,2.2,27,15,21,87,9.8,13.4,NW,30%,0.1
Karnataka,Mangaluru,Jan-23,22.6,34,27,30.5,62,4.6,5.7,SE,90%,1.4
Uttar Pradesh,Varanasi,Sep-20,380.3,32,23,27.5,67,6.6,16.2,SE,52%,1.9
Tamil Nadu,Madurai,Mar-23,0.8,42,30,36,54,7.9,22,SW,38%,3
Karnataka,Mysuru,Apr-20,53.3,42,31,36.5,75,6.6,9.6,N,16%,3.5
Tamil Nadu,Madurai,Feb-21,35.5,32,21,26.5,35,7.3,19.7,W,59%,1.3
Maharashtra,Pune,May-23,18.6,41,35,38,33,4.6,17.5,S,13%,2.7
Uttar Pradesh,Kanpur,Jun-20,149.7,41,31,36,70,7.8,12.6,N,39%,4.8
Uttar Pradesh,Kanpur,Aug-23,229.1,40,30,35,70,5.9,13.7,E,69%,4.8
Maharashtra,Pune,Jun-24,194.8,41,29,35,75,4.5,8.7,W,80%,2.7
Maharashtra,Nagpur,Jun-22,231.9,36,29,32.5,42,9.8,13.5,SE,84%,0.3
Gujarat,Vadodara,Aug-24,397.1,32,26,29,84,6.1,6.3,SW,74%,3.2
Maharashtra,Nagpur,Jun-22,231.9,36,29,32.5,42,9.8,13.5,SE,84%,0.3
Uttar Pradesh,Kanpur,Jul-20,365.4,31,20,25.5,65,7.9,20.9,NE,61%,2.7
Tamil Nadu,Chennai,Jan-23,79.3,42,35,38.5,30,4.2,21.4,SE,13%,1.4
Gujarat,Vadodara,Nov-22,34.5,42,36,39,47,8.5,16.4,NW,72%,4.5
Maharashtra,Nashik,Sep-21,344.9,29,24,26.5,39,6.8,23.7,SE,84%,3.6
Karnataka,Mysuru,Jan-21,3.5,37,30,33.5,72,9.3,5.1,SW,22%,2.1
Tamil Nadu,Chennai,Oct-21,50.4,27,20,23.5,37,6.5,13.9,N,80%,0.7
Maharashtra,Nashik,Jun-20,214.3,33,26,29.5,61,8.6,23.4,NW,38%,4.9
Maharashtra,Nagpur,Oct-23,37.5,33,22,27.5,70,9.4,11.2,E,65%,0.7
Maharashtra,Pune,Apr-21,12.3,35,27,31,69,6.6,18.4,S,61%,0.3
Uttar Pradesh,Kanpur,Nov-22,67.3,34,22,28,56,5.2,7.8,NE,39%,4.3
Karnataka,Hubli,Apr-23,56.4,41,34,37.5,87,9.3,5.6,NW,22%,0.4
Gujarat,Ahmedabad,Oct-21,74.9,42,35,38.5,82,6,19.9,NE,41%,2.9
Karnataka,Hubli,Sep-21,110.2,31,25,28,43,8.1,16.6,S,31%,3.3
Maharashtra,Nagpur,Aug-22,323.3,26,21,23.5,47,5.8,9,SE,55%,3.4
Tamil Nadu,Coimbatore,May-20,11.1,32,22,27,43,6.1,11.8,NE,48%,2.9
Gujarat,Surat,Jun-24,271.2,26,21,23.5,68,8.6,12.2,SW,24%,3.4
Gujarat,Surat,Oct-22,48.8,39,31,35,85,8.2,11.8,E,24%,0.3
Tamil Nadu,Coimbatore,Jun-22,166.4,31,25,28,53,4.4,13.8,NE,34%,1.2
Tamil Nadu,Coimbatore,Oct-23,13.8,41,33,37,71,7.6,20.1,E,37%,0.9
Karnataka,Bengaluru,Apr-23,75.6,34,27,30.5,80,6.9,10.1,N,38%,2.1
Gujarat,Surat,Jul-21,134.5,38,29,33.5,49,6,5.1,W,61%,3.3
Gujarat,Vadodara,Feb-22,45.1,35,24,29.5,34,4.7,19.3,NE,37%,1.2
Maharashtra,Pune,Aug-20,209.9,27,17,22,40,9.2,14.9,SE,40%,0.7
Uttar Pradesh,Kanpur,Apr-23,10.4,38,31,34.5,49,8.9,24,W,17%,0.4
Karnataka,Hubli,Jul-24,388.5,39,33,36,59,7.1,14.5,E,54%,1.6
Maharashtra,Nagpur,Jan-23,23.8,30,20,25,41,4.4,17.1,N,16%,4.3
Tamil Nadu,Madurai,May-21,63.4,30,21,25.5,87,8.9,13.9,S,75%,0.1
Uttar Pradesh,Varanasi,Nov-22,21.7,35,26,30.5,38,9.7,16.2,NE,52%,1.3
Karnataka,Mysuru,Feb-21,30.7,42,34,38,45,4.4,14.2,S,33%,3.9
Karnataka,Bengaluru,Sep-22,276.9,34,28,31,81,9.6,11.6,SW,42%,1
Gujarat,Ahmedabad,Apr-21,76.6,31,19,25,78,5.5,5.2,NE,70%,3
Tamil Nadu,Coimbatore,Apr-22,39,28,23,25.5,71,7.6,10.1,NE,69%,4.8
Karnataka,Mysuru,Sep-21,56.1,31,19,25,80,8.3,23.6,SW,87%,1.8
Uttar Pradesh,Lucknow,Nov-20,61.6,35,30,32.5,53,8.1,10.2,NW,75%,2.3
Uttar Pradesh,Lucknow,Aug-21,2.3,36,26,31,37,4.9,9.6,SW,22%,2.9
Karnataka,Hubli,Aug-22,281.6,37,31,34,75,5.1,22.2,N,74%,2.9
Karnataka,Hubli,May-24,44.9,37,28,32.5,70,6,15.8,W,84%,2.3
Gujarat,Ahmedabad,Dec-24,63.5,30,25,27.5,49,9.8,7.1,N,58%,2.8
Tamil Nadu,Coimbatore,Apr-24,28.5,30,20,25,50,6,21.3,NE,39%,3
Karnataka,Hubli,Apr-23,56.4,41,34,37.5,87,9.3,5.6,NW,22%,0.4
Uttar Pradesh,Lucknow,Nov-23,72.9,29,20,24.5,60,6.6,6.3,SW,88%,1.3
Tamil Nadu,Coimbatore,Dec-24,40.2,26,20,23,34,6.6,17.1,NE,90%,1.5
Karnataka,Mysuru,Aug-24,280.6,36,25,30.5,67,4.6,8.3,SE,12%,1.8
Gujarat,Ahmedabad,May-20,19.9,31,24,27.5,32,8.3,13.5,NE,28%,0.8
Tamil Nadu,Coimbatore,Jun-23,193.5,36,29,32.5,48,6,13.7,E,24%,3.3
Tamil Nadu,Tiruchirappalli,Oct-22,79.2,39,30,34.5,50,4.7,19.7,SE,44%,3.4
Gujarat,Surat,May-23,57.7,37,28,32.5,83,5.8,10.9,S,37%,0
Karnataka,Mangaluru,Dec-24,47,40,28,34,38,8.2,18.3,SW,53%,2.1
Gujarat,Ahmedabad,Aug-24,260.8,28,19,23.5,90,9.9,23.4,W,59%,1.9
Gujarat,Vadodara,Oct-24,3.9,27,16,21.5,45,7.6,12,NW,41%,3.3
Gujarat,Surat,Nov-22,65.4,33,21,27,34,8.3,11,SE,38%,1.8
Maharashtra,Nashik,Jul-22,114.8,38,30,34,46,8.6,11.1,SW,56%,0.1
Uttar Pradesh,Lucknow,Jul-22,350.4,28,23,25.5,76,5.5,14.6,SE,81%,4.1
Tamil Nadu,Madurai,Dec-22,52.1,37,26,31.5,62,8.7,5.6,N,59%,1.7
Maharashtra,Nagpur,Jul-24,112.8,33,24,28.5,75,6.5,8.5,SW,82%,2.7
Tamil Nadu,Chennai,Jan-22,15.8,40,29,34.5,38,5,10.8,SW,59%,1.8
Tamil Nadu,Chennai,Oct-23,71,38,26,32,74,9.8,19.6,W,49%,4.7
Gujarat,Surat,Mar-24,56.2,26,14,20,88,5.4,10.7,SW,45%,2.2
Gujarat,Ahmedabad,Jul-22,264.8,28,17,22.5,41,4.8,17.5,N,12%,4.6
Tamil Nadu,Coimbatore,Mar-20,60.1,36,28,32,45,4.5,10.3,N,71%,2.8
Tamil Nadu,Tiruchirappalli,Sep-22,387.2,39,31,35,66,8.5,9.4,S,16%,0.6
Uttar Pradesh,Agra,Mar-20,67.7,29,21,25,79,9.7,21.1,NE,49%,2.1
Uttar Pradesh,Lucknow,Jun-21,230.7,36,27,31.5,46,4.9,19.3,SW,17%,4.8
Tamil Nadu,Coimbatore,Oct-23,13.8,41,33,37,71,7.6,20.1,E,37%,0.9
Maharashtra,Nashik,Aug-24,152.6,38,31,34.5,42,6.5,19.2,SE,70%,3.3
Maharashtra,Nashik,Mar-24,12.2,36,30,33,30,5.8,9.5,NW,24%,2.8
Maharashtra,Pune,Dec-24,13.3,28,20,24,62,8.1,6.5,S,51%,5
Tamil Nadu,Madurai,Jan-24,11.8,40,28,34,37,7.7,15.6,NW,32%,2.7
Tamil Nadu,Tiruchirappalli,Dec-24,62.2,29,20,24.5,37,8.9,18.2,W,49%,2.4
Maharashtra,Mumbai,Sep-23,373.3,38,32,35,43,8.5,12.4,NE,30%,1.5
Maharashtra,Mumbai,Dec-22,41.3,35,25,30,62,6.3,8.6,NE,30%,0.7
Gujarat,Vadodara,Jan-20,48.8,42,32,37,69,5.7,13.4,N,31%,3.1
Karnataka,Hubli,Sep-22,225,25,14,19.5,80,7.6,15.6,E,12%,4.6
Gujarat,Rajkot,Jun-21,258.5,34,24,29,76,4.2,21.9,W,40%,0.8
Uttar Pradesh,Varanasi,Apr-23,43.8,41,29,35,87,8.6,12.9,S,78%,1.9
Karnataka,Hubli,Apr-22,49.9,28,17,22.5,86,7.3,16,NE,42%,3.9
Karnataka,Mysuru,Sep-24,397.7,25,16,20.5,47,5.3,16.4,SE,63%,2
Gujarat,Surat,Oct-21,26.6,25,13,19,68,7.5,22.3,NW,79%,1.5
Karnataka,Bengaluru,Aug-24,383.6,26,19,22.5,90,6.9,17.6,SW,44%,1.3
Uttar Pradesh,Kanpur,Dec-24,28.5,26,20,23,60,7,18.1,W,73%,4.9
Maharashtra,Nashik,Apr-20,11.3,27,16,21.5,73,5.9,15.7,NW,60%,1.8
Karnataka,Bengaluru,Mar-24,14.5,38,26,32,49,9.9,23.9,N,36%,3.6
Karnataka,Bengaluru,May-20,54.5,32,23,27.5,87,5,17.9,SE,57%,5
Tamil Nadu,Chennai,Oct-20,42,25,14,19.5,90,7.9,15.6,S,53%,3.3
Maharashtra,Pune,May-20,7.6,34,23,28.5,54,6.8,12.6,SE,69%,2.2
Gujarat,Ahmedabad,Jul-22,264.8,28,17,22.5,41,4.8,17.5,N,12%,4.6
Tamil Nadu,Tiruchirappalli,Jan-21,40.1,30,22,26,72,9.4,9.9,NW,30%,2.7
Karnataka,Mangaluru,May-21,52.1,39,29,34,90,4.2,18,W,49%,3.8
Karnataka,Mysuru,Jul-22,118.5,34,28,31,33,8.7,13.3,NE,73%,3.6
Gujarat,Rajkot,Apr-24,58.3,33,22,27.5,55,4.7,22.7,W,62%,2.8
Gujarat,Vadodara,Nov-21,12.8,34,28,31,80,7.7,16.2,W,75%,4.7
Maharashtra,Nagpur,Sep-20,20.5,37,32,34.5,80,5.9,17.5,S,32%,4.4
Gujarat,Rajkot,Apr-20,23.9,42,33,37.5,51,9.8,23,SW,24%,2.4
Tamil Nadu,Coimbatore,Jun-22,166.4,31,25,28,53,4.4,13.8,NE,34%,1.2
Maharashtra,Nagpur,Dec-21,35.5,38,33,35.5,59,5.3,19.9,N,22%,4.1
Karnataka,Hubli,May-23,71.9,34,25,29.5,30,4.8,16.3,SE,47%,1.8
Karnataka,Bengaluru,Apr-20,69.1,38,29,33.5,57,7.4,18.2,NE,72%,3.1
Uttar Pradesh,Kanpur,Sep-24,390.9,31,26,28.5,72,6.6,24.9,S,58%,4.1
Karnataka,Hubli,Dec-24,29.7,31,20,25.5,76,6.8,21.4,W,85%,0.8
Karnataka,Hubli,Jan-24,2,30,21,25.5,88,7.3,15.4,SE,34%,2.9
Uttar Pradesh,Lucknow,Apr-22,11.4,34,28,31,56,5.2,9.3,NE,85%,1.8
Maharashtra,Mumbai,Jul-23,151.5,26,20,23,63,8.1,12.7,N,17%,2.5
Gujarat,Surat,Feb-22,64.7,28,18,23,87,5.7,14.3,W,50%,2.5
Tamil Nadu,Madurai,Jun-23,361.4,25,13,19,43,5.1,5.6,NW,73%,3.9
Gujarat,Surat,Nov-23,40.8,31,25,28,38,5.7,21.8,W,45%,1
Tamil Nadu,Coimbatore,Jun-23,193.5,36,29,32.5,48,6,13.7,E,24%,3.3
Maharashtra,Mumbai,Feb-23,4.9,35,23,29,84,8.4,14.4,W,54%,0.8
Karnataka,Hubli,Apr-23,56.4,41,34,37.5,87,9.3,5.6,NW,22%,0.4
Tamil Nadu,Coimbatore,Jan-21,37.8,36,25,30.5,64,6.1,7.2,E,89%,2
Maharashtra,Pune,Sep-23,363.7,34,28,31,75,8.2,11.7,E,53%,3.1
Gujarat,Rajkot,Sep-24,35.4,30,24,27,59,9.9,12.7,SE,84%,0
Gujarat,Surat,Apr-21,79.9,29,17,23,41,7.2,9.2,N,35%,1.6
Karnataka,Mysuru,Jun-24,387.2,34,27,30.5,51,9.7,11.7,E,20%,3.4
Tamil Nadu,Madurai,Aug-24,165.7,26,19,22.5,90,9.8,15,NW,49%,1.7
Uttar Pradesh,Kanpur,Jan-24,14.2,32,23,27.5,38,5.9,24.3,N,85%,0.2
Gujarat,Surat,Sep-22,121.5,28,19,23.5,72,7.6,13.2,N,49%,2.8
Maharashtra,Pune,Aug-24,65.2,30,23,26.5,89,7.5,13.8,NW,41%,3.3
Tamil Nadu,Tiruchirappalli,Jan-21,40.1,30,22,26,72,9.4,9.9,NW,30%,2.7
Tamil Nadu,Coimbatore,Jan-24,44.3,31,22,26.5,56,8.1,22.3,NE,63%,1.6
Uttar Pradesh,Lucknow,Feb-21,12,30,18,24,77,4.6,17.3,N,29%,1
Tamil Nadu,Madurai,Jun-23,361.4,25,13,19,43,5.1,5.6,NW,73%,3.9
Maharashtra,Pune,Mar-22,9.9,41,30,35.5,35,7,18,E,86%,2.3
Gujarat,Surat,Aug-24,296,35,30,32.5,61,5,24,SE,90%,5
Maharashtra,Mumbai,Sep-21,364.5,28,19,23.5,68,7,9,N,38%,2.8
Karnataka,Bengaluru,Jan-24,48,35,28,31.5,75,5.3,18.1,NE,38%,1.7
Tamil Nadu,Tiruchirappalli,Aug-21,280.1,39,28,33.5,86,5.6,13.1,NE,71%,4.4
Uttar Pradesh,Varanasi,Oct-24,47.1,30,24,27,41,6,15.9,W,12%,3.1
Gujarat,Rajkot,Oct-20,30.2,26,20,23,56,4.9,10.6,SW,40%,3.8
Tamil Nadu,Chennai,Jun-22,233,36,27,31.5,60,4.1,24.5,S,38%,0.2
Karnataka,Hubli,Oct-20,41.2,40,30,35,31,6.7,20.7,E,11%,3.4
Uttar Pradesh,Lucknow,Oct-23,66.8,41,29,35,88,6.7,10.2,SE,51%,0.2
Karnataka,Mangaluru,Feb-23,54.1,42,30,36,39,5.9,11,SW,64%,2.8
Karnataka,Hubli,May-20,63.3,33,23,28,43,4.7,23.6,NE,60%,2.4
Gujarat,Rajkot,Nov-21,36.1,27,16,21.5,78,5,13.4,NE,27%,0.6
Karnataka,Mangaluru,Sep-23,321,32,20,26,60,7.9,18.3,E,29%,4.7
Uttar Pradesh,Agra,Aug-23,263.8,32,27,29.5,63,7.5,6.7,N,23%,3.5
Karnataka,Mangaluru,Sep-20,111.4,42,34,38,67,5.4,14.5,N,17%,2.9
Karnataka,Mysuru,Dec-22,43.8,39,31,35,86,9.7,8.7,SW,40%,2.5
Karnataka,Hubli,Feb-20,78.5,36,24,30,70,5.9,11.9,NW,33%,1.5
Karnataka,Mangaluru,Mar-22,36.5,29,24,26.5,48,8.4,14.8,SE,10%,4.9
Karnataka,Hubli,Jan-22,37.2,37,27,32,75,8.4,20.4,W,59%,0.2
Karnataka,Mysuru,Apr-21,68.4,35,24,29.5,63,4.1,5.4,NW,71%,0.1
Maharashtra,Pune,Jun-24,194.8,41,29,35,75,4.5,8.7,W,80%,2.7
Karnataka,Bengaluru,Sep-20,395.5,33,23,28,35,4.4,24.4,N,42%,1.3
Maharashtra,Mumbai,May-23,55.1,36,27,31.5,76,5.2,16.9,NE,10%,2.4
Tamil Nadu,Madurai,Jan-22,30,37,28,32.5,81,5.9,21.1,S,61%,0
Uttar Pradesh,Kanpur,Oct-24,71.3,38,33,35.5,54,9.9,21.7,SW,61%,3.7
Maharashtra,Mumbai,Jul-24,152,38,32,35,38,7.7,21.4,SW,46%,2.9
Gujarat,Vadodara,Jul-22,400,27,16,21.5,33,5.3,12,NE,49%,3.1
Maharashtra,Nagpur,Feb-20,55.5,25,20,22.5,45,9.5,7.2,E,60%,2.1
Uttar Pradesh,Lucknow,Jul-21,122.7,41,31,36,90,5.7,17.8,S,72%,3.2
Gujarat,Rajkot,Jun-20,102.4,36,30,33,46,9.1,17.2,NE,74%,2.7
Uttar Pradesh,Kanpur,May-21,31.8,27,19,23,55,8.6,14.8,NW,14%,0.2
Maharashtra,Pune,Jun-21,9.6,33,23,28,65,6.2,6,NW,20%,2.4
Tamil Nadu,Coimbatore,Oct-21,46,35,26,30.5,84,6.8,22.8,E,85%,3.8
Tamil Nadu,Coimbatore,Jul-24,155.7,31,25,28,54,4.8,21.1,NW,59%,0
Tamil Nadu,Chennai,Sep-22,4.1,28,23,25.5,84,7.7,24.4,NW,14%,1.1
Tamil Nadu,Coimbatore,Feb-22,72.6,26,15,20.5,71,6.8,15,NE,64%,3.6
Uttar Pradesh,Lucknow,May-21,19.5,28,19,23.5,31,7.8,9,N,50%,2.4
Maharashtra,Pune,Dec-24,13.3,28,20,24,62,8.1,6.5,S,51%,5
Gujarat,Rajkot,Mar-23,75.1,27,21,24,54,5.3,17.9,S,67%,3.7
Tamil Nadu,Chennai,Jun-21,360.3,33,23,28,41,8.2,18.1,SW,85%,4
Uttar Pradesh,Agra,Nov-22,50.9,40,33,36.5,70,5.4,12.2,N,85%,3
Maharashtra,Nashik,Jun-20,214.3,33,26,29.5,61,8.6,23.4,NW,38%,4.9
Uttar Pradesh,Kanpur,May-20,25.5,33,23,28,58,5.1,22.3,NE,26%,4.2
Tamil Nadu,Tiruchirappalli,Mar-23,32.2,31,19,25,57,5.3,22.1,SE,11%,3.3
